source_key,raga,artist,title,performance_type,link,source_platform,duration_sec,license_type,rights_status,collection_id,rank,tags
kafi_mallikarjun_mansur,kafi,Pandit Mallikarjun Mansur,Thumri in Raga Kafi,vocal,https://m.youtube.com/watch?v=qLon5nxRaA0,youtube,,unknown,reference_only,,,"{""tags"": [""vocal"", ""thumri""], ""collection_key"": ""yt_kafi_playlist""}"
yt_kafi_playlist_2bTuSPVC5AE,kafi,,"Tumhara Pyaar Chahiye, Mujhe Jeene Ke Liye",,https://www.youtube.com/watch?v=2bTuSPVC5AE,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_kafi_playlist_EavepsQ3F_U,kafi,,Aaradhisuve Madanaari | ಆರಾಧಿಸುವೆ ಮದನಾರಿ |Babruvahana |  Dr Rajkumar | Jayamala | Kannada Video Song,,https://www.youtube.com/watch?v=EavepsQ3F_U,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_kafi_playlist_frBwy9bJM4E,kafi,,Gairon Pe Karam Apnon Pe Sitam - Lata - Aankhen (1968) - HD,,https://www.youtube.com/watch?v=frBwy9bJM4E,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_kafi_playlist_lJeaIeNezd0,kafi,,kaase kahun mann ki baat_Dhool Ka Phool_Mala Sinha& Rajendra K_ Sudha Malhotra_Sahir_N Dutta_a tri..,,https://www.youtube.com/watch?v=lJeaIeNezd0,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_kafi_playlist_x1bCMRxr-ZU,kafi,,[Deleted video],,https://www.youtube.com/watch?v=x1bCMRxr-ZU,youtube,,unknown,ingestible,,,"{""tags"": []}"
khamaj_nikhil_banerjee,khamaj,Pandit Nikhil Banerjee,Raag Khamaj (with Zakir Hussain),sitar,https://www.youtube.com/watch?v=4iVJoL6jwD0,youtube,,unknown,reference_only,,,"{""tags"": [""instrumental""], ""collection_key"": ""yt_khamaj_playlist""}"
yt_khamaj_playlist_0D49drmhm9U,khamaj,,राग खमाज  परिचय आरोह अवरोह पकड़ || Raag Khamaj Introduction || Arti Jha,,https://www.youtube.com/watch?v=0D49drmhm9U,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_khamaj_playlist_c6EpGAMmt7I,khamaj,,Raag Khamaj Panghat Muraliya || Chhota Khayal || Bandish || Lakshan Geet || राग खमाज लक्षण गीत ||,,https://www.youtube.com/watch?v=c6EpGAMmt7I,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_khamaj_playlist_g3YNUQAkb9U,khamaj,,Sargam Geet Raag Khamaj || सरगम गीत राग खमाज || Harmonium Lesson With Notation || Arti Jha,,https://www.youtube.com/watch?v=g3YNUQAkb9U,youtube,,unknown,ingestible,,,"{""tags"": []}"
malkauns_chaurasia_sangeet_sartaj,malkauns,Pandit Hariprasad Chaurasia,Raga Malkauns (Sangeet Sartaj),bansuri,https://www.youtube.com/watch?v=9TqCqkTmn8o,youtube,,unknown,reference_only,,,"{""tags"": [""instrumental""], ""collection_key"": ""yt_malkauns_playlist""}"
malkauns_rashid_khan_saptak,malkauns,Rashid Khan,Raag Malkauns (Saptak Festival),vocal,https://www.youtube.com/watch?v=4DQZkKgACeA,youtube,,unknown,reference_only,,,"{""tags"": [""vocal"", ""khayal""], ""collection_key"": ""yt_malkauns_playlist""}"
yt_malkauns_playlist_8_sMXkdSQKw,malkauns,,Raag Malkauns Part 1 - Parichay (Introduction) and Sargam Geet | Scale C | #indianclassicalmusic,,https://www.youtube.com/watch?v=8_sMXkdSQKw,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_malkauns_playlist_EjrY3RvPYbU,malkauns,,"राग मालकौंस भाग 3 - तीन ताल बंदिश, अलाप और तान (कोयलिया बोले अम्बवा की डारी पे)  | Scale C",,https://www.youtube.com/watch?v=EjrY3RvPYbU,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_malkauns_playlist_xKa1czYtK-E,malkauns,,Raag Malkauns Part 2 - Swar Vistaar and Palta Riyaaz  | Scale C #hindustanimusic,,https://www.youtube.com/watch?v=xKa1czYtK-E,youtube,,unknown,ingestible,,,"{""tags"": []}"
marwa_ashwini_bhide,marwa,Dr. Ashwini Bhide Deshpande,Raga Marwa (Vocal),vocal,https://www.youtube.com/watch?v=k7wEa1NnJ7s,youtube,,unknown,reference_only,,,"{""tags"": [""vocal"", ""khayal""], ""collection_key"": ""yt_marwa_playlist""}"
yt_marwa_playlist_0sEUzlkHWUQ,marwa,,Marwa (राग मारवा) Bada Khyal in Jhaptal Sadra tutorial - Umariya biti jaat ri,,https://www.youtube.com/watch?v=0sEUzlkHWUQ,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_marwa_playlist_834LQV0ATjg,marwa,,Marwa (राग मारवा) Chhota Khyal in Trital Drut tutorial  - Aaj mandirva aaye piya,,https://www.youtube.com/watch?v=834LQV0ATjg,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_marwa_playlist_9TIUz9oq-p8,marwa,,"How to create Spiral Taan around a swar in any Raag - Demo in Marwa, Abhogi, Keerwani and Darbari",,https://www.youtube.com/watch?v=9TIUz9oq-p8,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_marwa_playlist_Aq_v7oqIxc0,marwa,,Marwa (राग मारवा) Bada Khyal in Ektal Madhya laya tutorial - He kartar,,https://www.youtube.com/watch?v=Aq_v7oqIxc0,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_marwa_playlist_S5ky2QXxWJg,marwa,,Marwa and Puriya difference and similarities,,https://www.youtube.com/watch?v=S5ky2QXxWJg,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_marwa_playlist_SK9JOD-KKsM,marwa,,"Raagas Sohn,i Puriya and Marwa differences and similarities",,https://www.youtube.com/watch?v=SK9JOD-KKsM,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_marwa_playlist_VkZvLtAUJGs,marwa,,Marwa (राग मारवा) Aalap and Taan tutorial,,https://www.youtube.com/watch?v=VkZvLtAUJGs,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_marwa_playlist_tmjxHOa_QH4,marwa,,Marwa (राग मारवा) Bada Khyal in Ektal Vilambit  tutorial  - Sab mil aaye nand bhuvan,,https://www.youtube.com/watch?v=tmjxHOa_QH4,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_marwa_playlist_zvH6u1mjWHQ,marwa,,Marwa  (राग मारवा) Chhota Khyal in Trital Drut tutorial  - Guru bin gyan kahan se paun,,https://www.youtube.com/watch?v=zvH6u1mjWHQ,youtube,,unknown,ingestible,,,"{""tags"": []}"
purvi_bhimsen_joshi,purvi,Pandit Bhimsen Joshi,Raga Purvi,vocal,https://www.youtube.com/watch?v=gQiAixGhRfI,youtube,,unknown,reference_only,,,"{""tags"": [""vocal"", ""khayal""], ""collection_key"": ""yt_purvi_playlist""}"
yt_purvi_playlist_0EDBTjUptFE,purvi,,A Visualisation of a VIOLA Concert on  Spool - Dr. M Balamuralikrishna - 18 June 1977,,https://www.youtube.com/watch?v=0EDBTjUptFE,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_purvi_playlist_0GSy4np8XIM,purvi,,"The Marvel of Muraliganam @ Chowdaiah Memorial Hall, Bangalore : M Balamuralikrishna - 06 Sept 1981",,https://www.youtube.com/watch?v=0GSy4np8XIM,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_purvi_playlist_OtsKbMKjwpc,purvi,,An Archival Video for Navaratri : Meenakshi Memudam - Gamakakriya /Purvikayani - M Balamuralikrishna,,https://www.youtube.com/watch?v=OtsKbMKjwpc,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_purvi_playlist_TS7yDjDhIzw,purvi,,Jnanamosagarada -  Raga: Purvikalyani - Composer: Tyagaraja - Dr. M Balamuralikrishna,,https://www.youtube.com/watch?v=TS7yDjDhIzw,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_purvi_playlist__8s_gznPJus,purvi,,AIR Archival Concert # 3 : M Balamuralikrishna - Lalgudi G Jayaraman - Tanjore Upendran,,https://www.youtube.com/watch?v=_8s_gznPJus,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_purvi_playlist_a5FffYQ8cTw,purvi,,"1970s Radio Sangeetha Sammelana, AIR Bangalore - M Balamuralikrishna - Keshavulu - Dandamudi R  Rao",,https://www.youtube.com/watch?v=a5FffYQ8cTw,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_purvi_playlist_b4CzSsDQXBo,purvi,,Dasha Gamakakriye - M Balamuralikrishna live in  Vijayawada - 03 Jan 1982,,https://www.youtube.com/watch?v=b4CzSsDQXBo,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_purvi_playlist_eMIWcnOr_bE,purvi,,Sapta Vaggeyakara Sangeeta Darshana in Muraliganam – An Innovative Concert by  M Balamuralikrishna,,https://www.youtube.com/watch?v=eMIWcnOr_bE,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_purvi_playlist_gFpJowY4y58,purvi,,"Apoorva Purvikalyani -  Dikshitar's ""Meenakshi - Gamakakriya"" -  A Vintage Rendition (1968) - BMK",,https://www.youtube.com/watch?v=gFpJowY4y58,youtube,,unknown,ingestible,,,"{""tags"": []}"
todi_indrani_mukherjee,todi,Indrani Mukherjee,Raag Todi (Kirana-Rampur),vocal,https://www.youtube.com/watch?v=ybSdS6x5A-w,youtube,,unknown,reference_only,,,"{""tags"": [""vocal"", ""khayal""], ""collection_key"": ""yt_todi_playlist""}"
todi_malini_rajurkar,todi,Malini Rajurkar,Raag Todi (Vocal),vocal,https://www.youtube.com/watch?v=HK8q6QAVIw8,youtube,,unknown,reference_only,,,"{""tags"": [""vocal"", ""khayal""], ""collection_key"": ""yt_todi_playlist""}"
yt_todi_playlist_2YbJ3__ZkVc,todi,,Raag Todi -  Vilambit and Chota Khayal|Classical Raga,,https://www.youtube.com/watch?v=2YbJ3__ZkVc,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_2kDGixbahuw,todi,,1959 - Akashvani Sangeet Sammelan II Manik Verma II Raga - Todi,,https://www.youtube.com/watch?v=2kDGixbahuw,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_2z-2bxJFhNo,todi,,Pt. Rajendra Kulkarni Plays raag Miyan ki todi on Bansuri,,https://www.youtube.com/watch?v=2z-2bxJFhNo,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_4q71TUnUIec,todi,,Alliance Francaise Hyderabad Concert - Esraj Recital - Raag Miyan Ki Todi by Alexandre Jurain,,https://www.youtube.com/watch?v=4q71TUnUIec,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_64wfMQl1U2k,todi,,Raag Miyan Ki Todi,,https://www.youtube.com/watch?v=64wfMQl1U2k,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_7W1Pb6n7mkg,todi,,Raag Todi - Akbar Ali Khan,,https://www.youtube.com/watch?v=7W1Pb6n7mkg,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_9EkzcYrwDJs,todi,,Ustad Vilayat Khan - Live Miyan ki Todi 2 - Gat,,https://www.youtube.com/watch?v=9EkzcYrwDJs,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_CNUFAXNQNDY,todi,,Vidushi Sandhya Mukherjee || Raag Miyan ki Todi || AIR recording || Rare recording,,https://www.youtube.com/watch?v=CNUFAXNQNDY,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_FEphzoPpvRw,todi,,Raga Miya Ki Todi - Vilambit Teentaal,,https://www.youtube.com/watch?v=FEphzoPpvRw,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_Ffnwnt6lI4I,todi,,Ustad Vilayat Khan: Raga Todi,,https://www.youtube.com/watch?v=Ffnwnt6lI4I,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_Kp5kjKmbPu0,todi,,1986 - Akashvani Sangeet Sammelan II L. K. Pandit II Vocal II Raga - Todi,,https://www.youtube.com/watch?v=Kp5kjKmbPu0,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_NsOWJJPOwqs,todi,,First Time Ever - Sitar / Tabla by One Artist - Ustad Shafaat Khan - Miya Ki Todi,,https://www.youtube.com/watch?v=NsOWJJPOwqs,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_OKU96LdjrLE,todi,,Soulful Rendition of Miyaki Todi and Gaud Sarang on Surbahar| Sri Souravbrata Chakraborty | SASHRUTA,,https://www.youtube.com/watch?v=OKU96LdjrLE,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_OW9-wFsUOQQ,todi,,"Pandit Bhimsen Joshi Raag Todi,change nainawa & bhavaanee jagata jananee",,https://www.youtube.com/watch?v=OW9-wFsUOQQ,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_PPzHkinut4k,todi,,Vilayat Khan - Raag Miyan Ki Todi,,https://www.youtube.com/watch?v=PPzHkinut4k,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_RcRXDDpAruU,todi,,Raga Todi,,https://www.youtube.com/watch?v=RcRXDDpAruU,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_Sqj1wIZ0j2M,todi,,"Sh. Vasantrao Deshpande, Raag Todi",,https://www.youtube.com/watch?v=Sqj1wIZ0j2M,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_SrYVJixaPjs,todi,,Pt. Vijay Koparkar - Raag Miyan ki Todi and Semi-classical Compositions,,https://www.youtube.com/watch?v=SrYVJixaPjs,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_Y4RjVIi2sLc,todi,,Ustad Vilayat Khan: Raga Mian Ki Todi (part 1),,https://www.youtube.com/watch?v=Y4RjVIi2sLc,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist__Z0ACF9igBo,todi,,Pt Jitendra Abhisheki Raga Todi Drut compositions & tarana,,https://www.youtube.com/watch?v=_Z0ACF9igBo,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_blcHMlID-xE,todi,,"Priya Purushothaman - Raag Miyan ki Todi, Vilambit",,https://www.youtube.com/watch?v=blcHMlID-xE,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_c7T4bDt3_2U,todi,,|| Raga Todi || Sawani Mudgal || Laagi re,,https://www.youtube.com/watch?v=c7T4bDt3_2U,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_c9n0n4teFWc,todi,,Raga Miyan Ki Todi - राग मियाँ की तोड़ी - Sitar & Tabla,,https://www.youtube.com/watch?v=c9n0n4teFWc,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_cmLT96KyJcc,todi,,Priya Purushothaman - Raag Miyan ki Todi Drut and Tarana,,https://www.youtube.com/watch?v=cmLT96KyJcc,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_eP9IvJfFNWc,todi,,Ustad F. Wasifuddin Dagar - Manqabat in Raga Miyan Ki Todi,,https://www.youtube.com/watch?v=eP9IvJfFNWc,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_fme6p3d4dw8,todi,,Zakir Hussain  ~ Raga Mian Ki Todi: Gat in Teentaal,,https://www.youtube.com/watch?v=fme6p3d4dw8,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_gtcL2YtjW2Y,todi,,Raag Miya ki Todi(A.I.R. Recording) on sitar by Shri Chandrashekhar Phanse,,https://www.youtube.com/watch?v=gtcL2YtjW2Y,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_hRryAZ5S4J8,todi,,Sharan Rani - Raag Miyan Ki Todi,,https://www.youtube.com/watch?v=hRryAZ5S4J8,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_hvPAEMdAwLc,todi,,Ustad Rashid Khan  Raga Todi,,https://www.youtube.com/watch?v=hvPAEMdAwLc,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_ih5A8z3ABOI,todi,,UT  RAIS KHAN SAHAB   MIYA KI TODI,,https://www.youtube.com/watch?v=ih5A8z3ABOI,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_jXevl9sHueU,todi,,Raag Miyan Ki Todi,,https://www.youtube.com/watch?v=jXevl9sHueU,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_k9Dx6YEkUWw,todi,,Diabetes - Todi - Sitar,,https://www.youtube.com/watch?v=k9Dx6YEkUWw,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_kh7UmzRQbow,todi,,Vidushi Manik Varma    (1926 - 1996 )     -   Raag   Todi,,https://www.youtube.com/watch?v=kh7UmzRQbow,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_kug-hdkgKhM,todi,,Ustad Bade Ghulam Ali Khan  - Raga Miyan Ki Todi,,https://www.youtube.com/watch?v=kug-hdkgKhM,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_mT20Sdfunhw,todi,,MIYA KI TODI 3    UT  RAIS KHAN,,https://www.youtube.com/watch?v=mT20Sdfunhw,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_plYJ9u72zt0,todi,,Bhavani Jagat Janani - Raag Miyan Ki Todi - S.Aishwarya & S.Saundarya,,https://www.youtube.com/watch?v=plYJ9u72zt0,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_ptRiplX0hOo,todi,,Dr.Vinayak Sharma | Miyan Ki Todi | UOR official page | 21 06 2020,,https://www.youtube.com/watch?v=ptRiplX0hOo,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_qKgYkTIAp9k,todi,,"Ali Akbar Khan, Miyan Ki Todi",,https://www.youtube.com/watch?v=qKgYkTIAp9k,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_qPChsANIj4I,todi,,Ustad Vilayat Khan ~ Raga Mian Ki Todi: Alap & Jod,,https://www.youtube.com/watch?v=qPChsANIj4I,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_rohRoU1uZ4w,todi,,[Private video],,https://www.youtube.com/watch?v=rohRoU1uZ4w,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_rvwdBq6Tyh4,todi,,Ali Akbar Khan - Raag Miyan Ki Todi,,https://www.youtube.com/watch?v=rvwdBq6Tyh4,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_uxOzqxWbsQM,todi,,Ustad Sharafat Hussain Khan Raag Todi,,https://www.youtube.com/watch?v=uxOzqxWbsQM,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_v1BL1C50fQo,todi,,Raga Miyan Ki Todi - Ektala,,https://www.youtube.com/watch?v=v1BL1C50fQo,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_w_16QyWA08A,todi,,"Raag Todi Dhrupad Ayush Dwivedi at Sangeetshri Festival Arizona USA , Aditya Deep - Pakhawaj",,https://www.youtube.com/watch?v=w_16QyWA08A,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_wjk4IqVjWQo,todi,,Ustad Habib Khan - Raag Miyan Ki Todi (Track 05) Evening Light ALBUM,,https://www.youtube.com/watch?v=wjk4IqVjWQo,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_yi1bne8kV6s,todi,,Brajeswar Mukherjee | Vocal | Raga Todi | Music Conference 2017,,https://www.youtube.com/watch?v=yi1bne8kV6s,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_todi_playlist_zyngLwqXvKA,todi,,"Raag Todi | Ustad Shahid Parvez Khan, sitar | Allah Janay - Ustad Bade Ghulam Ali Khan",,https://www.youtube.com/watch?v=zyngLwqXvKA,youtube,,unknown,ingestible,,,"{""tags"": []}"
yaman_amir_khan_divine_evening,yaman,Ustad Amir Khan,Raga Yaman Kalyan (Divine Evening),vocal,https://www.youtube.com/watch?v=DGqxtxBcq0A,youtube,,unknown,reference_only,,,"{""tags"": [""vocal"", ""khayal""], ""collection_key"": ""yt_yaman_bestof""}"
yaman_bismillah_khan_swar_utsav,yaman,Ustad Bismillah Khan,Raga Yaman Kalyan (Swar Utsav),shehnai,https://www.youtube.com/watch?v=Egprti6M0yw,youtube,,unknown,reference_only,,,"{""tags"": [""instrumental""], ""collection_key"": ""yt_yaman_bestof""}"
yt_yaman_bestof_12bm7kxRqoo,yaman,,Eree aali piyabin_Abida Parveen_Raag Yaman,,https://www.youtube.com/watch?v=12bm7kxRqoo,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_yaman_bestof_9mkRcwwZ6GM,yaman,,Raag  Yaman | Moods Of Krishna (Indian Classical Instrumental) Ajay Prasanna,,https://www.youtube.com/watch?v=9mkRcwwZ6GM,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_yaman_bestof_CpEFP0Ws8Y8,yaman,,Raag Yaman by Kishori Amonkar,,https://www.youtube.com/watch?v=CpEFP0Ws8Y8,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_yaman_bestof_Dy3cnSKtgcA,yaman,,Raga Yaman Kalyan | Ravi Shankar And Alla Rakha | Music Festival From India 1974 | Remastered HD,,https://www.youtube.com/watch?v=Dy3cnSKtgcA,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_yaman_bestof_FIudr8h-WmQ,yaman,,Raag Yaman | सखी ए री याली पिया बिन -  Pandit  Rajan Sajan Mishra,,https://www.youtube.com/watch?v=FIudr8h-WmQ,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_yaman_bestof_FQOGWitvUbw,yaman,,Ehsan Tera Hoga Mujh Par with Lyrics | एहसान तेरा होगा मुझ पर के बोल | Mohammed Rafi,,https://www.youtube.com/watch?v=FQOGWitvUbw,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_yaman_bestof_Qyj8QF5-6Fs,yaman,,Voyager's Golden Record: Jaat Kahan Ho by Surshri Kesar Bai Kerkar,,https://www.youtube.com/watch?v=Qyj8QF5-6Fs,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_yaman_bestof_Sya-B2DBOwo,yaman,,"Raga Yaman - Vilambit in Ektaal, Drut in Teentaal| Ustad Rashid Khan | Official Audio",,https://www.youtube.com/watch?v=Sya-B2DBOwo,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_yaman_bestof_VL629ZvgdfQ,yaman,,Sanjeev Abhyankar | Raag Yaman | Shadaj | 2018,,https://www.youtube.com/watch?v=VL629ZvgdfQ,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_yaman_bestof_XO9Bh2HzHvo,yaman,,Raag YamanKalyan by Pt. Ulhas Kashalkar,,https://www.youtube.com/watch?v=XO9Bh2HzHvo,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_yaman_bestof_dxv5U0F0nzw,yaman,,Mehdi Hassan Live...Ranjish Hi Sahi (Very Rare Version),,https://www.youtube.com/watch?v=dxv5U0F0nzw,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_yaman_bestof_e8aG2xNEcNs,yaman,,Kaushiki Chakraborty || Raag Yaman ||,,https://www.youtube.com/watch?v=e8aG2xNEcNs,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_yaman_bestof_gfDf-IrA5oQ,yaman,,Agar Mujhse Mohabbat Hai (HD) - Aap Ki Parchhaiyan Song - Dharmendra - Supriya Choudhury,,https://www.youtube.com/watch?v=gfDf-IrA5oQ,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_yaman_bestof_u4reR-6Ta2A,yaman,,Mharo Pranam by Kishori Amonkar- Raag Yaman Kalyan,,https://www.youtube.com/watch?v=u4reR-6Ta2A,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_yaman_bestof_utcDd13hz4g,yaman,,Happiness - De-stress & Relaxing Music 24/7 - Meditative Music - Rakesh Chaurasia & Sunil Das,,https://www.youtube.com/watch?v=utcDd13hz4g,youtube,,unknown,ingestible,,,"{""tags"": []}"
yt_yaman_bestof_vbvu_TAJabY,yaman,,Raag Yaman Kalyan Jugalbandi I राग यमन I Javed Ali I Pt Ronu Majumdar I Raag Based Bollywood Songs,,https://www.youtube.com/watch?v=vbvu_TAJabY,youtube,,unknown,ingestible,,,"{""tags"": []}"
